Gene	log10_ci_low	log10_ci_high	log10_map	group	group2	Ensembl_transcript_id
LAT2	-6.09779703	-1.9218822	-2.99209153	Autosome	Autosome	ENST00000460943
LATS1	-1.21301133	-0.35166572	-0.79168202	Autosome	Autosome	ENST00000543571
LATS2	-1.32647548	-0.2666543	-0.78010804	Autosome	Autosome	ENST00000382592
LAX1	-6.1648905	-2.19804149	-3.54256763	Autosome	Autosome	ENST00000442561
LAYN	-6.15768395	-2.10927348	-3.10632002	Autosome	Autosome	ENST00000375615
LBH	-6.16308236	-1.25358721	-2.19385193	Autosome	Autosome	ENST00000395323
LBP	-6.20527343	-2.33114802	-3.61515089	Autosome	Autosome	ENST00000217407
LBR	-1.72958675	-0.98793011	-1.37892258	Autosome	Autosome	ENST00000338179
LBX1	-4.15494544	-0.00476979	-0.87379986	Autosome	Autosome	ENST00000370193
LBX2	-6.13411975	-1.51089781	-2.46148058	Autosome	Autosome	ENST00000460508
LCA10	-5.64794576	-0.44798656	-1.42823022	non-par X	X (Other non-PAR)	ENST00000452593
LCA5	-4.52148046	-1.21620943	-1.87990401	Autosome	Autosome	ENST00000392959
LCA5L	-5.64773961	-1.25228283	-1.85772115	Autosome	Autosome	ENST00000358268
LCAT	-6.03319826	-1.62235145	-2.21220153	Autosome	Autosome	ENST00000264005
LCE1A	-6.18651312	-1.40865259	-3.1569018	Autosome	Autosome	ENST00000335123
LCE1B	-6.06028869	-0.21877417	-1.11810808	Autosome	Autosome	ENST00000360090
LCE1C	-6.05759822	-0.22807145	-1.11927889	Autosome	Autosome	ENST00000368768
LCE1D	-6.16250175	-1.50763597	-3.98659293	Autosome	Autosome	ENST00000326233
LCE1E	-6.0465529	-0.21641368	-1.14226203	Autosome	Autosome	ENST00000368770
LCE1F	-6.02036547	-0.20596928	-1.08332955	Autosome	Autosome	ENST00000334371
LCE2B	-6.15224811	-0.30617865	-1.21677679	Autosome	Autosome	ENST00000368780
LCE2D	-6.20532177	-0.3384008	-1.37614943	Autosome	Autosome	ENST00000368784
LCE3C	-6.18763216	-0.33089404	-1.3997733	Autosome	Autosome	ENST00000333881
LCE3D	-6.18080397	-1.02355062	-4.04455376	Autosome	Autosome	ENST00000368787
LCE3E	-6.13469879	-0.27312812	-1.1731391	Autosome	Autosome	ENST00000368789
LCE5A	-6.06483052	-0.22764139	-1.14735686	Autosome	Autosome	ENST00000334269
LCK	-1.12151165	-0.07758498	-0.51280369	Autosome	Autosome	ENST00000336890
LCLAT1	-6.04635219	-1.72058552	-2.47283647	Autosome	Autosome	ENST00000309052
LCMT1	-1.56031602	-0.33614001	-0.95803954	Autosome	Autosome	ENST00000399069
LCMT2	-6.0836323	-2.10072297	-2.97302929	Autosome	Autosome	ENST00000305641
LCN1	-6.19020754	-2.08065654	-4.08364044	Autosome	Autosome	ENST00000263598
LCN12	-6.12476111	-2.12216106	-3.59142014	Autosome	Autosome	ENST00000371633
LCN15	-5.57483453	-0.35503013	-1.33992517	Autosome	Autosome	ENST00000316144
LCN2	-6.05304961	-1.51832414	-2.10143177	Autosome	Autosome	ENST00000373017
LCN6	-6.21770381	-2.30499447	-3.83897987	Autosome	Autosome	ENST00000341206
LCN8	-2.35828443	-0.00513399	-0.79828411	Autosome	Autosome	ENST00000371688
LCN9	-6.12435137	-1.90819986	-3.33153064	Autosome	Autosome	ENST00000277526
LCNL1	-6.20257655	-2.08869585	-4.19180843	Autosome	Autosome	ENST00000408973
LCOR	-1.23978108	-0.08909419	-0.58195715	Autosome	Autosome	ENST00000371097
LCORL	-5.80426599	-1.43482406	-2.15498778	Autosome	Autosome	ENST00000382226
LCP1	-1.49748149	-0.48059185	-1.05608886	Autosome	Autosome	ENST00000398576
LCP2	-1.63925127	-0.69719409	-1.22968048	Autosome	Autosome	ENST00000046794
LCT	-1.75726425	-1.2295577	-1.48806981	Autosome	Autosome	ENST00000264162
LCTL	-4.98309954	-1.31106171	-1.88320846	Autosome	Autosome	ENST00000341509
LDB1	-1.53312737	-0.32827314	-0.98051092	Autosome	Autosome	ENST00000425280
LDB2	-1.67839979	-0.34328905	-1.04555267	Autosome	Autosome	ENST00000304523
LDB3	-5.3239395	-1.39065962	-1.95497676	Autosome	Autosome	ENST00000429277
LDHA	-1.36295754	-0.09261483	-0.65493305	Autosome	Autosome	ENST00000540430
LDHAL6A	-6.17872741	-2.20209729	-3.53059069	Autosome	Autosome	ENST00000280706
LDHAL6B	-5.33663937	-0.00783536	-0.90718884	Autosome	Autosome	ENST00000307144
LDHB	-5.77746814	-0.96557607	-1.67947028	Autosome	Autosome	ENST00000396076
LDHC	-6.20397392	-2.23452778	-4.63705298	Autosome	Autosome	ENST00000541669
LDHD	-6.20799965	-2.33269704	-3.70038255	Autosome	Autosome	ENST00000300051
LDLR	-6.02222273	-1.97550339	-2.83809714	Autosome	Autosome	ENST00000558518
LDLRAD1	-6.13621401	-2.0454976	-3.08684492	Autosome	Autosome	ENST00000371360
LDLRAD2	-5.90358937	-0.77739674	-1.59146968	Autosome	Autosome	ENST00000344642
LDLRAD3	-4.40511637	-0.45143442	-1.40876829	Autosome	Autosome	ENST00000315571
LDLRAD4	-4.03525611	-0.41538647	-1.38831586	Autosome	Autosome	ENST00000361205
LDLRAP1	-5.98163367	-1.4321347	-2.02715758	Autosome	Autosome	ENST00000374338
LDOC1	-5.68354171	-0.12324996	-0.91772688	non-par X	X (Other non-PAR)	ENST00000370526
LDOC1L	-3.59591256	-0.01277692	-0.85763683	Autosome	Autosome	ENST00000341255
LEAP2	-6.21330003	-2.091639	-4.30276772	Autosome	Autosome	ENST00000296877
LECT1	-6.12789771	-2.0632938	-3.11755351	Autosome	Autosome	ENST00000377962
LECT2	-6.06849476	-1.38108863	-1.97565995	Autosome	Autosome	ENST00000274507
LEF1	-1.28867507	-0.08890099	-0.60808251	Autosome	Autosome	ENST00000265165
LEFTY1	-6.18657425	-2.20692907	-3.45363202	Autosome	Autosome	ENST00000272134
LEFTY2	-6.03958404	-1.69590166	-2.29023553	Autosome	Autosome	ENST00000366820
LELP1	-6.16310683	-0.30979414	-1.19754656	Autosome	Autosome	ENST00000368747
LEMD1	-6.19368003	-2.03203436	-3.221877	Autosome	Autosome	ENST00000367153
LEMD2	-4.67282332	-1.10186098	-1.73585976	Autosome	Autosome	ENST00000293760
LEMD3	-1.37846827	-0.42709015	-0.91019299	Autosome	Autosome	ENST00000308330
LENEP	-5.8047226	-0.09529858	-1.03874879	Autosome	Autosome	ENST00000392487
LENG1	-6.05711157	-1.71434051	-2.54055141	Autosome	Autosome	ENST00000222224
LENG8	-0.91856839	-0.05654816	-0.39380948	Autosome	Autosome	ENST00000326764
LEO1	-1.51760048	-0.63369117	-1.12327852	Autosome	Autosome	ENST00000299601
LEP	-5.41459408	-0.00511888	-0.89277104	Autosome	Autosome	ENST00000308868
LEPR	-1.5659891	-0.76834516	-1.19518601	Autosome	Autosome	ENST00000349533
LEPRE1	-6.05744298	-1.98599948	-3.1283682	Autosome	Autosome	ENST00000236040
LEPREL1	-6.02855817	-2.01924385	-3.14523475	Autosome	Autosome	ENST00000319332
LEPREL2	-6.13508674	-2.15929278	-3.14975373	Autosome	Autosome	ENST00000396725
LEPREL4	-5.9319664	-1.50624697	-2.09453782	Autosome	Autosome	ENST00000355468
LEPROT	-5.47625209	-0.01346903	-0.96299378	Autosome	Autosome	ENST00000371065
LEPROTL1	-5.88257042	-0.12599822	-1.10436975	Autosome	Autosome	ENST00000523116
LETM1	-2.18215885	-1.0343498	-1.50960479	Autosome	Autosome	ENST00000302787
LETM2	-6.06601345	-2.04244899	-3.28235974	Autosome	Autosome	ENST00000523983
LETMD1	-5.03402765	-0.8777256	-1.61079065	Autosome	Autosome	ENST00000418425
LFNG	-3.22097566	-0.15530807	-1.22751579	Autosome	Autosome	ENST00000222725
LGALS1	-6.13194814	-0.67553653	-1.61518939	Autosome	Autosome	ENST00000215909
LGALS12	-6.10082564	-2.02116116	-3.35941697	Autosome	Autosome	ENST00000340246
LGALS13	-6.17817871	-2.17997095	-3.47035298	Autosome	Autosome	ENST00000221797
LGALS14	-2.12937148	-0.00640339	-0.80084275	Autosome	Autosome	ENST00000360675
LGALS16	-6.02666634	-1.05853604	-1.76926436	Autosome	Autosome	ENST00000392051
LGALS2	-5.54046253	-0.02653967	-0.97324568	Autosome	Autosome	ENST00000215886
LGALS3	-6.14517421	-1.76070247	-2.43906386	Autosome	Autosome	ENST00000254301
LGALS3BP	-6.08591607	-2.05900399	-3.00697548	Autosome	Autosome	ENST00000262776
LGALS4	-6.12673957	-2.0806048	-3.27645936	Autosome	Autosome	ENST00000307751
LGALS7	-6.09763736	-0.26785318	-1.21711619	Autosome	Autosome	ENST00000378626
LGALS7B	-6.23027952	-2.29751007	-4.28458077	Autosome	Autosome	ENST00000314980
LGALS8	-6.24681832	-3.51500604	-5.45520245	Autosome	Autosome	ENST00000526589
LGALS9	-6.08475388	-1.9416714	-2.93958993	Autosome	Autosome	ENST00000395473
LGALS9B	-6.06802295	-1.56358683	-2.37509469	Autosome	Autosome	ENST00000324290
LGALS9C	-6.19278863	-2.16016655	-3.49425622	Autosome	Autosome	ENST00000328114
LGALSL	-3.73300628	-0.16196467	-1.22230232	Autosome	Autosome	ENST00000238875
LGI1	-1.18093749	-0.07918691	-0.5251412	Autosome	Autosome	ENST00000371418
LGI2	-5.99337185	-1.64376279	-2.38960485	Autosome	Autosome	ENST00000382114
LGI3	-4.17114427	-1.10353107	-1.70858037	Autosome	Autosome	ENST00000306317
LGI4	-6.19326399	-2.20555971	-3.30716467	Autosome	Autosome	ENST00000310123
LGMN	-5.95210039	-1.65856238	-2.24852323	Autosome	Autosome	ENST00000393218
LGR4	-4.68406787	-1.36859664	-1.90318264	Autosome	Autosome	ENST00000379214
LGR5	-5.97970891	-1.77812554	-2.50557563	Autosome	Autosome	ENST00000266674
LGR6	-1.9989572	-1.08229173	-1.4896986	Autosome	Autosome	ENST00000367278
LGSN	-6.13309936	-2.17181429	-3.25216476	Autosome	Autosome	ENST00000370657
LHB	-6.12580093	-1.19839518	-2.07058694	Autosome	Autosome	ENST00000221421
LHCGR	-6.14758748	-2.14933294	-3.50254726	Autosome	Autosome	ENST00000294954
LHFP	-4.00600655	-0.00550647	-0.86878661	Autosome	Autosome	ENST00000379589
LHFPL1	-5.70002215	-0.50064104	-1.48624658	non-par X	X (Other non-PAR)	ENST00000371968
LHFPL2	-6.05475393	-1.04165045	-1.7617344	Autosome	Autosome	ENST00000380345
LHFPL3	-2.1880862	-0.00834009	-0.79592901	Autosome	Autosome	ENST00000535008
LHFPL4	-4.19286249	-0.00688969	-0.86660824	Autosome	Autosome	ENST00000287585
LHFPL5	-6.12108816	-1.61638215	-2.47216123	Autosome	Autosome	ENST00000360215
LHPP	-6.19046911	-2.16413835	-3.47299632	Autosome	Autosome	ENST00000368842
LHX2	-1.50454872	-0.09502108	-0.73750344	Autosome	Autosome	ENST00000373615
LHX3	-6.04713665	-1.63426334	-2.48612815	Autosome	Autosome	ENST00000371746
LHX4	-2.07135103	-0.52930458	-1.28234126	Autosome	Autosome	ENST00000263726
LHX5	-3.52591493	-0.13718892	-1.2256729	Autosome	Autosome	ENST00000261731
LHX6	-1.35208634	-0.09604311	-0.67197077	Autosome	Autosome	ENST00000394319
LHX8	-1.33273704	-0.0948692	-0.68184863	Autosome	Autosome	ENST00000294638
LHX9	-1.69673086	-0.34777142	-1.02995948	Autosome	Autosome	ENST00000367387
LIAS	-5.59428435	-1.15685596	-1.77773071	Autosome	Autosome	ENST00000261434
LIF	-3.83564354	-0.00556385	-0.87177597	Autosome	Autosome	ENST00000249075
LIFR	-2.81549705	-1.39578953	-1.85690026	Autosome	Autosome	ENST00000263409
LIG1	-2.31494369	-1.32537896	-1.68376186	Autosome	Autosome	ENST00000263274
LIG3	-4.9993135	-1.38618174	-2.05450669	Autosome	Autosome	ENST00000378526
LIG4	-6.18100021	-2.273169	-3.59103245	Autosome	Autosome	ENST00000356922
LILRA1	-6.26842903	-3.16662564	-5.22892168	Autosome	Autosome	ENST00000251372
LILRA2	-6.16738433	-2.23885776	-3.60413786	Autosome	Autosome	ENST00000251377
LILRA3	-6.17217708	-2.51659626	-5.25262689	Autosome	Autosome	ENST00000251390
LILRA4	-6.17232336	-2.26118293	-3.4829103	Autosome	Autosome	ENST00000291759
LILRA5	-6.20275524	-2.3224548	-3.4524324	Autosome	Autosome	ENST00000301219
LILRA6	-6.13550191	-2.09860466	-3.30217031	Autosome	Autosome	ENST00000396365
LILRB1	-6.06968113	-2.18522283	-3.22048848	Autosome	Autosome	ENST00000324602
LILRB2	-5.80683643	-1.63502622	-2.204286	Autosome	Autosome	ENST00000391749
LILRB3	-6.19170131	-2.29696506	-3.78522044	Autosome	Autosome	ENST00000245620
LILRB4	-6.11797906	-2.10739253	-3.42327403	Autosome	Autosome	ENST00000391736
LILRB5	-6.06170005	-2.07111748	-3.38492189	Autosome	Autosome	ENST00000449561
LIM2	-5.33887781	-0.3122107	-1.32777499	Autosome	Autosome	ENST00000221973
LIMA1	-5.96238738	-1.79025899	-2.52321731	Autosome	Autosome	ENST00000394943
LIMCH1	-1.8795351	-1.25357561	-1.53488917	Autosome	Autosome	ENST00000313860
LIMD1	-1.38507185	-0.29026748	-0.85156134	Autosome	Autosome	ENST00000273317
LIMD2	-6.07609591	-0.61182257	-1.53120378	Autosome	Autosome	ENST00000259006
LIME1	-6.03121557	-0.60762554	-1.51459564	Autosome	Autosome	ENST00000309546
LIMK1	-1.07416383	-0.06867489	-0.49075793	Autosome	Autosome	ENST00000336180
LIMK2	-1.71614821	-0.72690599	-1.26894532	Autosome	Autosome	ENST00000340552
LIMS1	-6.18575605	-3.52359811	-4.86106941	Autosome	Autosome	ENST00000542845
LIMS2	-6.1476789	-2.12650681	-3.47964638	Autosome	Autosome	ENST00000324938
LIN28A	-5.87117587	-0.77874135	-1.59161096	Autosome	Autosome	ENST00000326279
LIN28B	-1.63114706	-0.07837629	-0.73732523	Autosome	Autosome	ENST00000345080
LIN37	-6.04457441	-1.63023806	-2.46789409	Autosome	Autosome	ENST00000301159
LIN52	-2.45055026	-0.00366355	-0.78253565	Autosome	Autosome	ENST00000555028
LIN54	-1.75365943	-0.93772913	-1.35210564	Autosome	Autosome	ENST00000340417
LIN7A	-5.93832617	-1.50162323	-2.07445115	Autosome	Autosome	ENST00000552864
LIN7B	-5.72757731	-1.12604736	-1.75813349	Autosome	Autosome	ENST00000221459
LIN7C	-3.56847782	-0.38987234	-1.37865463	Autosome	Autosome	ENST00000278193
LIN9	-1.46004568	-0.46761171	-0.990971	Autosome	Autosome	ENST00000328205
LINC01098	-6.18316318	-0.73222088	-1.6580919	Autosome	Autosome	ENST00000507870
LINGO1	-1.35613001	-0.09188043	-0.64667346	Autosome	Autosome	ENST00000355300
LINGO2	-4.08843007	-0.83564585	-1.5861895	Autosome	Autosome	ENST00000379992
LINGO3	-6.08521643	-1.39881521	-2.20624135	Autosome	Autosome	ENST00000585527
LINGO4	-6.16110874	-2.08656203	-3.19070827	Autosome	Autosome	ENST00000368820
LINS	-6.12899155	-2.04851027	-3.086904	Autosome	Autosome	ENST00000314742
LIPA	-6.07145239	-1.86658107	-2.57125064	Autosome	Autosome	ENST00000336233
LIPC	-6.04610052	-1.86133388	-2.52714421	Autosome	Autosome	ENST00000356113
LIPE	-6.10610016	-2.14649601	-3.24558929	Autosome	Autosome	ENST00000244289
LIPF	-6.18869321	-2.28846408	-3.6660981	Autosome	Autosome	ENST00000394375
LIPG	-5.27932619	-1.20746104	-1.79987855	Autosome	Autosome	ENST00000261292
LIPH	-6.12683521	-2.04640503	-3.04865638	Autosome	Autosome	ENST00000296252
LIPI	-6.14906047	-2.10236571	-3.04498317	Autosome	Autosome	ENST00000344577
LIPJ	-6.16624132	-2.59698729	-3.89686438	Autosome	Autosome	ENST00000371939
LIPK	-6.06754582	-2.0926199	-3.23112206	Autosome	Autosome	ENST00000404190
LIPM	-6.18773818	-2.27258613	-3.40418733	Autosome	Autosome	ENST00000404743
LIPN	-6.19265295	-2.24870917	-3.27858951	Autosome	Autosome	ENST00000404459
LIPT1	-6.10431527	-2.06625595	-3.37916613	Autosome	Autosome	ENST00000393477
LIPT2	-6.0223973	-0.23694355	-1.21365347	Autosome	Autosome	ENST00000310109
LITAF	-5.25153069	-0.00645841	-0.91586226	Autosome	Autosome	ENST00000571688
LIX1	-5.47286758	-1.05913424	-1.7135659	Autosome	Autosome	ENST00000274382
LIX1L	-1.82597443	-0.56383719	-1.24530612	Autosome	Autosome	ENST00000369308
LL22NC03-63E9.3	-6.03569525	-0.21836425	-1.11548733	Autosome	Autosome	ENST00000407120
LLGL1	-1.78965885	-1.0549927	-1.42892671	Autosome	Autosome	ENST00000316843
LLGL2	-2.87139483	-1.31255104	-1.82652126	Autosome	Autosome	ENST00000392550
LLPH	-5.65084901	-0.04898235	-1.01143956	Autosome	Autosome	ENST00000266604
LMAN1	-1.86239446	-0.98073685	-1.39796668	Autosome	Autosome	ENST00000251047
LMAN1L	-6.10887011	-2.46605593	-4.22502882	Autosome	Autosome	ENST00000309664
LMAN2	-5.29893097	-0.8026524	-1.5773075	Autosome	Autosome	ENST00000303127
LMAN2L	-6.12299896	-2.2051654	-3.69008726	Autosome	Autosome	ENST00000377079
LMBR1	-6.03156263	-2.06618181	-3.64820456	Autosome	Autosome	ENST00000353442
LMBR1L	-6.05426361	-2.09347435	-2.98315275	Autosome	Autosome	ENST00000267102
LMBRD1	-5.66851379	-1.39649886	-2.09275903	Autosome	Autosome	ENST00000370577
LMBRD2	-5.23158419	-1.45259909	-2.00351926	Autosome	Autosome	ENST00000296603
LMCD1	-2.5716476	-0.71220607	-1.44766569	Autosome	Autosome	ENST00000157600
LMF1	-6.08501605	-2.12922764	-3.52747053	Autosome	Autosome	ENST00000262301
LMF2	-6.0957578	-2.0801392	-2.96109373	Autosome	Autosome	ENST00000474879
LMLN	-4.91401416	-1.46905128	-2.00865217	Autosome	Autosome	ENST00000420910
LMNA	-1.12399311	-0.0785939	-0.46342109	Autosome	Autosome	ENST00000368300
LMNB1	-1.60969898	-0.51696322	-1.12939519	Autosome	Autosome	ENST00000261366
LMNB2	-1.15410866	-0.07800615	-0.4903299	Autosome	Autosome	ENST00000325327
LMO1	-2.42310062	-0.00098235	-0.81771053	Autosome	Autosome	ENST00000335790
LMO2	-5.15459466	-0.00668121	-0.9078442	Autosome	Autosome	ENST00000257818
LMO3	-1.99941132	-0.01349492	-0.77943485	Autosome	Autosome	ENST00000540445
LMO4	-3.9269537	-0.00111355	-0.83790163	Autosome	Autosome	ENST00000370544
LMO7	-2.91691288	-1.49938717	-1.93972033	Autosome	Autosome	ENST00000465261
LMOD1	-1.31376115	-0.09290852	-0.65058194	Autosome	Autosome	ENST00000367288
LMOD2	-5.99526484	-1.58392735	-2.1797406	Autosome	Autosome	ENST00000458573
LMOD3	-5.47409942	-1.0991471	-1.74275711	Autosome	Autosome	ENST00000420581
LMTK2	-1.16697067	-0.21804857	-0.71667136	Autosome	Autosome	ENST00000297293
LMTK3	-1.27780167	-0.25469136	-0.79030889	Autosome	Autosome	ENST00000270238
LMX1A	-1.44408834	-0.30891859	-0.89166795	Autosome	Autosome	ENST00000342310
LMX1B	-1.22197057	-0.08746809	-0.56515335	Autosome	Autosome	ENST00000355497
LNP1	-5.98128169	-1.20173339	-1.83500479	Autosome	Autosome	ENST00000383693
LNPEP	-1.28513195	-0.38194616	-0.8230584	Autosome	Autosome	ENST00000231368
LNX1	-4.78728373	-1.21092994	-1.89065332	Autosome	Autosome	ENST00000263925
LNX2	-2.06731512	-1.1868431	-1.55905981	Autosome	Autosome	ENST00000316334
LOH12CR1	-6.00679356	-1.45509395	-2.02650732	Autosome	Autosome	ENST00000314565
LOH12CR2	-6.08352695	-0.22834117	-1.13475182	Autosome	Autosome	ENST00000381800
LONP1	-1.4203428	-0.44199073	-0.96360351	Autosome	Autosome	ENST00000360614
LONP2	-5.96136531	-2.08101308	-3.20991434	Autosome	Autosome	ENST00000285737
LONRF1	-1.9668003	-1.01306308	-1.42869578	Autosome	Autosome	ENST00000398246
LONRF2	-1.86002549	-0.77550826	-1.34529024	Autosome	Autosome	ENST00000393437
LONRF3	-1.69649924	-0.48237097	-1.16839871	non-par X	X (Other non-PAR)	ENST00000371628
LOR	-6.08963974	-0.78448357	-1.73368296	Autosome	Autosome	ENST00000368742
LOX	-1.22367081	-0.08889832	-0.56869911	Autosome	Autosome	ENST00000231004
LOXHD1	-5.91059948	-2.04272967	-2.86193525	Autosome	Autosome	ENST00000300591
LOXL1	-1.70863904	-0.34126848	-1.06392028	Autosome	Autosome	ENST00000261921
LOXL2	-5.31018099	-1.44822358	-1.99601896	Autosome	Autosome	ENST00000389131
LOXL3	-3.7547429	-1.26703386	-1.871461	Autosome	Autosome	ENST00000264094
LOXL4	-6.08845087	-2.1881676	-3.73313609	Autosome	Autosome	ENST00000260702
LPA	-6.05384536	-2.8183433	-3.89323806	Autosome	Autosome	ENST00000447678
LPAR1	-1.6025353	-0.07586891	-0.72575032	Autosome	Autosome	ENST00000374431
LPAR2	-5.51591296	-0.87616849	-1.61813782	Autosome	Autosome	ENST00000542587
LPAR3	-3.82235001	-0.00290889	-0.84187885	Autosome	Autosome	ENST00000440886
LPAR4	-5.94606817	-1.55908841	-2.48748202	non-par X	X (Other non-PAR)	ENST00000435339
LPAR5	-2.25357772	-0.00412633	-0.79834888	Autosome	Autosome	ENST00000329858
LPAR6	-6.05682118	-1.51506487	-2.14217879	Autosome	Autosome	ENST00000378434
LPCAT1	-1.86291597	-0.89141727	-1.3727204	Autosome	Autosome	ENST00000283415
LPCAT2	-4.37653435	-1.2465293	-1.81622806	Autosome	Autosome	ENST00000262134
LPCAT3	-1.38345794	-0.28926136	-0.84577988	Autosome	Autosome	ENST00000261407
LPCAT4	-1.41636533	-0.44675854	-0.99575965	Autosome	Autosome	ENST00000314891
LPGAT1	-1.54156985	-0.33081502	-0.95666414	Autosome	Autosome	ENST00000366997
LPHN1	-0.99871583	-0.16769469	-0.53793286	Autosome	Autosome	ENST00000340736
LPHN2	-0.98474897	-0.16324918	-0.53482055	Autosome	Autosome	ENST00000319517
LPHN3	-1.22566887	-0.3535755	-0.79729456	Autosome	Autosome	ENST00000514591
LPIN1	-2.14229099	-1.39441077	-1.67129198	Autosome	Autosome	ENST00000449576
LPIN2	-2.10424078	-1.36728525	-1.64166487	Autosome	Autosome	ENST00000261596
LPIN3	-6.00174966	-2.02018303	-3.19036438	Autosome	Autosome	ENST00000373257
LPL	-6.27835476	-3.53547314	-5.38733621	Autosome	Autosome	ENST00000311322
LPO	-6.05646041	-1.98368372	-2.95893181	Autosome	Autosome	ENST00000262290
LPP	-5.35902837	-1.3320973	-1.90823051	Autosome	Autosome	ENST00000312675
LPPR1	-1.66024511	-0.34307012	-0.99295832	Autosome	Autosome	ENST00000374874
LPPR3	-2.24423326	-0.22732168	-1.17551119	Autosome	Autosome	ENST00000359894
LPPR4	-1.31083274	-0.26392275	-0.80754699	Autosome	Autosome	ENST00000370185
LPPR5	-1.74208164	-0.56111477	-1.16058497	Autosome	Autosome	ENST00000263177
LPXN	-5.49838171	-1.12470105	-1.7585141	Autosome	Autosome	ENST00000528954
LRAT	-6.09699903	-1.07650422	-1.99552934	Autosome	Autosome	ENST00000336356
LRBA	-4.04290165	-1.67239597	-2.44070603	Autosome	Autosome	ENST00000357115
LRCH1	-1.37581618	-0.42892306	-0.9569742	Autosome	Autosome	ENST00000389797
LRCH2	-1.15561543	-0.06083445	-0.45100722	non-par X	X (Other non-PAR)	ENST00000317135
LRCH3	-6.08223283	-2.12284116	-3.35660789	Autosome	Autosome	ENST00000334859
LRCH4	-2.04528606	-1.14344372	-1.52979511	Autosome	Autosome	ENST00000310300
LRFN1	-1.73868101	-0.34494594	-1.09207933	Autosome	Autosome	ENST00000248668
LRFN2	-2.20925913	-0.50487554	-1.32155934	Autosome	Autosome	ENST00000338305
LRFN3	-1.8371173	-0.04267157	-0.77055557	Autosome	Autosome	ENST00000588831
LRFN4	-1.49541751	-0.08938043	-0.72325867	Autosome	Autosome	ENST00000309602
LRFN5	-1.81771975	-0.56245233	-1.23545715	Autosome	Autosome	ENST00000298119
LRG1	-6.19274059	-0.33069545	-1.32400946	Autosome	Autosome	ENST00000306390
LRGUK	-6.13437987	-2.23564183	-3.33208304	Autosome	Autosome	ENST00000285928
LRIF1	-5.19990296	-1.23557528	-1.82861851	Autosome	Autosome	ENST00000369763
LRIG1	-2.02042768	-1.24671537	-1.56232871	Autosome	Autosome	ENST00000273261
LRIG2	-5.89506608	-1.854458	-2.57686158	Autosome	Autosome	ENST00000361127
LRIG3	-2.29971773	-1.43341629	-1.74274291	Autosome	Autosome	ENST00000320743
LRIT1	-6.10812705	-2.0958499	-3.24642938	Autosome	Autosome	ENST00000372105
LRIT2	-6.19245716	-2.28175849	-3.79083199	Autosome	Autosome	ENST00000372113
LRIT3	-6.12121667	-1.91268606	-3.03320551	Autosome	Autosome	ENST00000594814
LRMP	-2.17886338	-1.15886456	-1.57633243	Autosome	Autosome	ENST00000354454
LRP1	-0.73711602	-0.25921632	-0.40083393	Autosome	Autosome	ENST00000243077
